order_id;order_date;customer_id;city;sales_channel;product_name;category;quantity;unit_price;unit_cost;discount_pct;shipping_fee;gross_revenue;discount_amount;net_revenue;profit
O00019;10.01.2025;C0058;Shymkent;Social Media;Resistance Bands;Sports;4;18.сен;06.фев;5;июн.99;75.6;мар.78;78.81;54.01
O00193;10.01.2025;C0186;Shymkent;Paid Search;Mechanical Keyboard;Electronics;2;79.9;38.0;0;апр.99;159.8;0.0;164.79;88.79
O00494;10.01.2025;C0347;Almaty;Paid Search;Wireless Mouse;Electronics;4;24.сен;10.май;10;фев.99;99.6;сен.96;92.63;50.63
O00498;10.01.2025;C0117;Astana;Paid Search;USB-C Cable;Electronics;4;09.сен;03.фев;15;июн.99;39.6;май.94;40.65;27.85
O00573;10.01.2025;C0260;Atyrau;Organic;Notebook Set;Office;2;12.май;04.янв;5;0;25.0;янв.25;23.75;15.55
O00433;11.01.2025;C0270;Karaganda;Organic;Yoga Mat;Sports;1;26.сен;09.июл;0;фев.99;26.сен;0.0;29.89;20.19
O01110;11.01.2025;C0347;Astana;Email;Laptop Stand;Office;1;34.9;14.0;15;0;34.9;май.24;29.66;15.66
O01167;11.01.2025;C0316;Almaty;Social Media;Resistance Bands;Sports;2;18.сен;06.фев;20;фев.99;37.8;июл.56;33.23;20.83
O00133;12.01.2025;C0338;Karaganda;Social Media;Water Bottle;Sports;1;15.сен;04.авг;0;апр.99;15.сен;0.0;20.89;16.сен
O00420;12.01.2025;C0034;Astana;Email;Mechanical Keyboard;Electronics;2;79.9;38.0;0;0;159.8;0.0;159.8;83.8
O00684;12.01.2025;C0142;Aktobe;Referral;Notebook Set;Office;5;12.май;04.янв;0;апр.99;62.5;0.0;67.49;46.99
O00552;13.01.2025;C0265;Shymkent;Referral;Mechanical Keyboard;Electronics;1;79.9;38.0;5;апр.99;79.9;4.0;80.89;42.89
O00824;13.01.2025;C0304;Astana;Email;Yoga Mat;Sports;2;26.сен;09.июл;0;фев.99;53.8;0.0;56.79;37.39
O00427;14.01.2025;C0164;Aktobe;Paid Search;Water Bottle;Sports;2;15.сен;04.авг;0;фев.99;31.авг;0.0;34.79;25.19
O00640;14.01.2025;C0204;Aktobe;Organic;Mechanical Keyboard;Electronics;1;79.9;38.0;15;0;79.9;ноя.98;67.92;29.92
O00715;14.01.2025;C0314;Aktobe;Social Media;USB-C Cable;Electronics;3;09.сен;03.фев;0;фев.99;29.июл;0.0;32.69;23.сен
O01137;14.01.2025;C0096;Astana;Organic;Mechanical Keyboard;Electronics;2;79.9;38.0;0;июн.99;159.8;0.0;166.79;90.79
O00642;15.01.2025;C0018;Atyrau;Social Media;Yoga Mat;Sports;2;26.сен;09.июл;0;фев.99;53.8;0.0;56.79;37.39
O00947;15.01.2025;C0126;Shymkent;Email;Laptop Stand;Office;1;34.9;14.0;0;фев.99;34.9;0.0;37.89;23.89
O00222;16.01.2025;C0074;Aktobe;Email;Desk Lamp;Home;2;29.сен;11.авг;10;фев.99;59.8;май.98;56.81;33.21
O00921;16.01.2025;C0051;Atyrau;Organic;Notebook Set;Office;2;12.май;04.янв;0;фев.99;25.0;0.0;27.99;19.79
O01031;16.01.2025;C0227;Astana;Organic;Yoga Mat;Sports;4;26.сен;09.июл;5;апр.99;107.6;май.38;107.21;68.41
O00146;17.01.2025;C0190;Astana;Email;Yoga Mat;Sports;2;26.сен;09.июл;20;апр.99;53.8;окт.76;48.03;28.63
O00293;17.01.2025;C0339;Karaganda;Referral;Laptop Stand;Office;4;34.9;14.0;10;0;139.6;13.96;125.64;69.64
O00816;18.01.2025;C0038;Almaty;Referral;Mechanical Keyboard;Electronics;4;79.9;38.0;10;0;319.6;31.96;287.64;135.64
O00215;19.01.2025;C0332;Astana;Social Media;Coffee Mug;Home;5;11.сен;03.сен;5;апр.99;59.5;фев.98;61.52;42.02
O00574;19.01.2025;C0283;Shymkent;Referral;Water Bottle;Sports;2;15.сен;04.авг;10;фев.99;31.авг;мар.18;31.61;22.янв
O00983;19.01.2025;C0241;Shymkent;Paid Search;Wireless Mouse;Electronics;1;24.сен;10.май;0;фев.99;24.сен;0.0;27.89;17.39
O01012;19.01.2025;C0250;Karaganda;Email;Coffee Mug;Home;5;11.сен;03.сен;15;апр.99;59.5;авг.93;55.57;36.07
O01081;19.01.2025;C0144;Karaganda;Referral;Laptop Stand;Office;1;34.9;14.0;0;апр.99;34.9;0.0;39.89;25.89
O00049;20.01.2025;C0241;Astana;Paid Search;Notebook Set;Office;1;12.май;04.янв;10;июн.99;12.май;янв.25;18.24;14.14
O00252;20.01.2025;C0071;Atyrau;Social Media;Water Bottle;Sports;2;15.сен;04.авг;5;0;31.авг;янв.59;30.21;20.61
O00271;20.01.2025;C0005;Shymkent;Referral;Coffee Mug;Home;3;11.сен;03.сен;0;апр.99;35.7;0.0;40.69;28.99
O00493;20.01.2025;C0274;Astana;Social Media;Coffee Mug;Home;1;11.сен;03.сен;0;0;11.сен;0.0;11.сен;8.0
O00685;20.01.2025;C0236;Shymkent;Paid Search;Resistance Bands;Sports;2;18.сен;06.фев;5;0;37.8;янв.89;35.91;23.51
O00688;20.01.2025;C0296;Karaganda;Organic;Water Bottle;Sports;3;15.сен;04.авг;0;апр.99;47.7;0.0;52.69;38.29
O00551;21.01.2025;C0350;Shymkent;Email;Laptop Stand;Office;4;34.9;14.0;5;фев.99;139.6;июн.98;135.61;79.61
O00580;21.01.2025;C0333;Shymkent;Organic;Coffee Mug;Home;1;11.сен;03.сен;0;0;11.сен;0.0;11.сен;8.0
O00723;21.01.2025;C0286;Karaganda;Referral;Wireless Mouse;Electronics;3;24.сен;10.май;0;июн.99;74.7;0.0;81.69;50.19
O00984;21.01.2025;C0227;Shymkent;Referral;Yoga Mat;Sports;1;26.сен;09.июл;20;июн.99;26.сен;май.38;28.51;18.81
O00214;22.01.2025;C0162;Shymkent;Referral;Wireless Mouse;Electronics;1;24.сен;10.май;0;фев.99;24.сен;0.0;27.89;17.39
O01069;22.01.2025;C0001;Karaganda;Referral;Laptop Stand;Office;2;34.9;14.0;0;июн.99;69.8;0.0;76.79;48.79
O01108;23.01.2025;C0016;Astana;Paid Search;Mechanical Keyboard;Electronics;1;79.9;38.0;0;апр.99;79.9;0.0;84.89;46.89
O00308;24.01.2025;C0289;Astana;Paid Search;Desk Lamp;Home;4;29.сен;11.авг;0;июн.99;119.6;0.0;126.59;79.39
O00832;24.01.2025;C0304;Astana;Social Media;Resistance Bands;Sports;1;18.сен;06.фев;15;фев.99;18.сен;фев.83;19.май;дек.86
O01040;25.01.2025;C0334;Almaty;Email;Desk Lamp;Home;1;29.сен;11.авг;5;0;29.сен;01.май;28.апр;16.июн
O01087;25.01.2025;C0143;Karaganda;Referral;Yoga Mat;Sports;1;26.сен;09.июл;10;фев.99;26.сен;фев.69;27.фев;17.май
O00064;26.01.2025;C0286;Astana;Organic;Mechanical Keyboard;Electronics;3;79.9;38.0;0;июн.99;239.7;0.0;246.69;132.69
O00465;26.01.2025;C0244;Shymkent;Social Media;Wireless Mouse;Electronics;1;24.сен;10.май;15;фев.99;24.сен;мар.73;24.16;13.66
O00764;26.01.2025;C0067;Almaty;Email;Notebook Set;Office;2;12.май;04.янв;0;июн.99;25.0;0.0;31.99;23.79
O01011;27.01.2025;C0171;Almaty;Organic;Laptop Stand;Office;1;34.9;14.0;5;июн.99;34.9;янв.75;40.15;26.15
O00487;28.01.2025;C0325;Aktobe;Referral;Water Bottle;Sports;1;15.сен;04.авг;15;июн.99;15.сен;фев.38;20.51;15.71
O00537;28.01.2025;C0344;Almaty;Paid Search;Wireless Mouse;Electronics;2;24.сен;10.май;0;фев.99;49.8;0.0;52.79;31.79
O00801;28.01.2025;C0329;Shymkent;Organic;Yoga Mat;Sports;2;26.сен;09.июл;0;апр.99;53.8;0.0;58.79;39.39
O01091;28.01.2025;C0171;Aktobe;Paid Search;Laptop Stand;Office;1;34.9;14.0;0;апр.99;34.9;0.0;39.89;25.89
O00319;29.01.2025;C0327;Almaty;Paid Search;Wireless Mouse;Electronics;1;24.сен;10.май;0;июн.99;24.сен;0.0;31.89;21.39
O00400;29.01.2025;C0256;Aktobe;Paid Search;Water Bottle;Sports;2;15.сен;04.авг;0;апр.99;31.авг;0.0;36.79;27.19
O00750;29.01.2025;C0267;Shymkent;Referral;Resistance Bands;Sports;4;18.сен;06.фев;0;июн.99;75.6;0.0;82.59;57.79
O00034;30.01.2025;C0261;Almaty;Paid Search;Wireless Mouse;Electronics;1;24.сен;10.май;0;фев.99;24.сен;0.0;27.89;17.39
O00395;30.01.2025;C0126;Almaty;Email;Mechanical Keyboard;Electronics;1;79.9;38.0;0;фев.99;79.9;0.0;82.89;44.89
O00809;30.01.2025;C0305;Atyrau;Paid Search;Notebook Set;Office;1;12.май;04.янв;0;0;12.май;0.0;12.май;08.апр
O00104;31.01.2025;C0085;Shymkent;Referral;USB-C Cable;Electronics;4;09.сен;03.фев;10;0;39.6;мар.96;35.64;22.84
O00631;31.01.2025;C0111;Shymkent;Email;Water Bottle;Sports;1;15.сен;04.авг;0;фев.99;15.сен;0.0;18.89;14.сен
O00663;31.01.2025;C0183;Atyrau;Paid Search;Yoga Mat;Sports;1;26.сен;09.июл;5;0;26.сен;янв.34;25.55;15.86
O01168;31.01.2025;C0071;Shymkent;Email;Laptop Stand;Office;2;34.9;14.0;10;0;69.8;июн.98;62.82;34.82
O00278;01.02.2025;C0342;Almaty;Email;Wireless Mouse;Electronics;1;24.сен;10.май;0;фев.99;24.сен;0.0;27.89;17.39
O00153;02.02.2025;C0244;Karaganda;Social Media;Notebook Set;Office;1;12.май;04.янв;10;0;12.май;янв.25;ноя.25;июл.15
O00096;03.02.2025;C0206;Karaganda;Organic;Wireless Mouse;Electronics;1;24.сен;10.май;15;0;24.сен;мар.73;21.16;окт.66
O01066;03.02.2025;C0248;Almaty;Email;Mechanical Keyboard;Electronics;1;79.9;38.0;0;июн.99;79.9;0.0;86.89;48.89
O01083;03.02.2025;C0302;Astana;Organic;Yoga Mat;Sports;1;26.сен;09.июл;0;фев.99;26.сен;0.0;29.89;20.19
O01094;03.02.2025;C0053;Atyrau;Organic;Yoga Mat;Sports;1;26.сен;09.июл;5;июн.99;26.сен;янв.34;32.55;22.85
O01162;03.02.2025;C0337;Shymkent;Referral;Desk Lamp;Home;1;29.сен;11.авг;0;фев.99;29.сен;0.0;32.89;21.сен
O00703;04.02.2025;C0199;Atyrau;Social Media;Water Bottle;Sports;1;15.сен;04.авг;0;0;15.сен;0.0;15.сен;11.янв
O00117;05.02.2025;C0142;Karaganda;Social Media;Yoga Mat;Sports;2;26.сен;09.июл;0;фев.99;53.8;0.0;56.79;37.39
O00667;05.02.2025;C0272;Astana;Email;Desk Lamp;Home;1;29.сен;11.авг;0;фев.99;29.сен;0.0;32.89;21.сен
O00814;05.02.2025;C0252;Astana;Referral;Notebook Set;Office;4;12.май;04.янв;0;июн.99;50.0;0.0;56.99;40.59
O00915;05.02.2025;C0244;Atyrau;Social Media;Coffee Mug;Home;1;11.сен;03.сен;15;фев.99;11.сен;янв.78;13.ноя;сен.21
O01173;05.02.2025;C0099;Almaty;Paid Search;USB-C Cable;Electronics;1;09.сен;03.фев;0;июн.99;09.сен;0.0;16.89;13.69
O00024;06.02.2025;C0324;Almaty;Paid Search;Water Bottle;Sports;2;15.сен;04.авг;5;0;31.авг;янв.59;30.21;20.61
O00174;06.02.2025;C0204;Atyrau;Organic;Resistance Bands;Sports;2;18.сен;06.фев;5;апр.99;37.8;янв.89;40.9;28.май
O00991;06.02.2025;C0281;Aktobe;Email;Wireless Mouse;Electronics;3;24.сен;10.май;0;0;74.7;0.0;74.7;43.2
O01180;06.02.2025;C0171;Astana;Email;Yoga Mat;Sports;1;26.сен;09.июл;5;июн.99;26.сен;янв.34;32.55;22.85
O00303;07.02.2025;C0097;Aktobe;Referral;Laptop Stand;Office;1;34.9;14.0;0;0;34.9;0.0;34.9;20.сен
O00327;07.02.2025;C0043;Shymkent;Paid Search;Coffee Mug;Home;1;11.сен;03.сен;5;фев.99;11.сен;0.59;14.29;окт.39
O00556;07.02.2025;C0028;Astana;Social Media;Wireless Mouse;Electronics;1;24.сен;10.май;0;0;24.сен;0.0;24.сен;14.апр
O01107;07.02.2025;C0184;Almaty;Referral;USB-C Cable;Electronics;3;09.сен;03.фев;0;0;29.июл;0.0;29.июл;20.янв
O00123;08.02.2025;C0241;Shymkent;Social Media;Yoga Mat;Sports;1;26.сен;09.июл;0;фев.99;26.сен;0.0;29.89;20.19
O00221;08.02.2025;C0344;Atyrau;Email;Water Bottle;Sports;5;15.сен;04.авг;0;0;79.5;0.0;79.5;55.5
O00411;08.02.2025;C0304;Aktobe;Organic;Water Bottle;Sports;1;15.сен;04.авг;0;июн.99;15.сен;0.0;22.89;18.сен
O00617;08.02.2025;C0284;Astana;Email;Mechanical Keyboard;Electronics;1;79.9;38.0;10;апр.99;79.9;июл.99;76.9;38.9
O00184;09.02.2025;C0331;Almaty;Referral;Yoga Mat;Sports;1;26.сен;09.июл;0;апр.99;26.сен;0.0;31.89;22.19
O00584;09.02.2025;C0264;Atyrau;Social Media;Resistance Bands;Sports;3;18.сен;06.фев;0;фев.99;56.7;0.0;59.69;41.09
O00904;09.02.2025;C0010;Karaganda;Email;Mechanical Keyboard;Electronics;1;79.9;38.0;10;0;79.9;июл.99;71.91;33.91
O00006;10.02.2025;C0283;Shymkent;Referral;Yoga Mat;Sports;2;26.сен;09.июл;20;июн.99;53.8;окт.76;50.03;30.63
O00457;10.02.2025;C0203;Atyrau;Organic;Yoga Mat;Sports;2;26.сен;09.июл;0;апр.99;53.8;0.0;58.79;39.39
O00459;10.02.2025;C0350;Karaganda;Paid Search;Laptop Stand;Office;3;34.9;14.0;0;июн.99;104.7;0.0;111.69;69.69
O00620;10.02.2025;C0347;Atyrau;Email;Water Bottle;Sports;1;15.сен;04.авг;10;0;15.сен;янв.59;14.31;сен.51
O00636;10.02.2025;C0083;Shymkent;Paid Search;Water Bottle;Sports;2;15.сен;04.авг;15;0;31.авг;апр.77;27.мар;17.43
O00238;11.02.2025;C0024;Atyrau;Referral;Desk Lamp;Home;3;29.сен;11.авг;5;0;89.7;апр.48;85.21;49.81
O00490;11.02.2025;C0250;Shymkent;Paid Search;Yoga Mat;Sports;1;26.сен;09.июл;15;фев.99;26.сен;04.апр;25.85;16.15
O01088;11.02.2025;C0293;Almaty;Paid Search;Yoga Mat;Sports;1;26.сен;09.июл;0;апр.99;26.сен;0.0;31.89;22.19
O00913;12.02.2025;C0168;Karaganda;Organic;Yoga Mat;Sports;3;26.сен;09.июл;10;0;80.7;08.июл;72.63;43.53
O00020;13.02.2025;C0249;Almaty;Referral;Laptop Stand;Office;1;34.9;14.0;15;0;34.9;май.24;29.66;15.66
O00455;13.02.2025;C0343;Shymkent;Referral;Wireless Mouse;Electronics;1;24.сен;10.май;10;0;24.сен;фев.49;22.41;ноя.91
O00589;13.02.2025;C0111;Karaganda;Referral;Wireless Mouse;Electronics;3;24.сен;10.май;10;апр.99;74.7;июл.47;72.22;40.72
O01195;13.02.2025;C0194;Almaty;Social Media;Mechanical Keyboard;Electronics;3;79.9;38.0;0;апр.99;239.7;0.0;244.69;130.69
O00460;14.02.2025;C0199;Aktobe;Email;USB-C Cable;Electronics;3;09.сен;03.фев;0;0;29.июл;0.0;29.июл;20.янв
O00709;14.02.2025;C0196;Aktobe;Referral;Laptop Stand;Office;1;34.9;14.0;15;фев.99;34.9;май.24;32.66;18.66
O00810;14.02.2025;C0310;Astana;Email;Water Bottle;Sports;2;15.сен;04.авг;10;0;31.авг;мар.18;28.62;19.фев
O00851;14.02.2025;C0211;Aktobe;Email;USB-C Cable;Electronics;2;09.сен;03.фев;5;фев.99;19.авг;0.99;21.авг;15.апр
O00645;15.02.2025;C0227;Shymkent;Social Media;Notebook Set;Office;4;12.май;04.янв;0;фев.99;50.0;0.0;52.99;36.59
O00887;15.02.2025;C0004;Karaganda;Social Media;Resistance Bands;Sports;5;18.сен;06.фев;0;июн.99;94.5;0.0;101.49;70.49
O00968;15.02.2025;C0237;Astana;Social Media;Wireless Mouse;Electronics;4;24.сен;10.май;5;фев.99;99.6;апр.98;97.61;55.61
O00992;15.02.2025;C0011;Astana;Paid Search;Mechanical Keyboard;Electronics;1;79.9;38.0;0;июн.99;79.9;0.0;86.89;48.89
O01054;15.02.2025;C0320;Atyrau;Referral;Yoga Mat;Sports;2;26.сен;09.июл;0;апр.99;53.8;0.0;58.79;39.39
O01072;15.02.2025;C0203;Atyrau;Organic;USB-C Cable;Electronics;2;09.сен;03.фев;5;апр.99;19.авг;0.99;23.авг;17.апр
O00415;16.02.2025;C0081;Atyrau;Social Media;Yoga Mat;Sports;1;26.сен;09.июл;0;0;26.сен;0.0;26.сен;17.фев
O00522;16.02.2025;C0310;Aktobe;Social Media;Wireless Mouse;Electronics;1;24.сен;10.май;0;0;24.сен;0.0;24.сен;14.апр
O00610;16.02.2025;C0282;Shymkent;Referral;Water Bottle;Sports;1;15.сен;04.авг;0;0;15.сен;0.0;15.сен;11.янв
O01080;16.02.2025;C0315;Atyrau;Social Media;Notebook Set;Office;2;12.май;04.янв;10;фев.99;25.0;02.май;25.49;17.29
O00030;17.02.2025;C0122;Astana;Email;Mechanical Keyboard;Electronics;1;79.9;38.0;20;0;79.9;15.98;63.92;25.92
O00043;17.02.2025;C0325;Karaganda;Social Media;Yoga Mat;Sports;1;26.сен;09.июл;15;0;26.сен;04.апр;22.86;13.16
O00511;17.02.2025;C0191;Shymkent;Paid Search;Desk Lamp;Home;1;29.сен;11.авг;0;апр.99;29.сен;0.0;34.89;23.сен
O01000;18.02.2025;C0238;Atyrau;Referral;Wireless Mouse;Electronics;2;24.сен;10.май;5;июн.99;49.8;фев.49;54.3;33.3
O00804;19.02.2025;C0273;Atyrau;Social Media;Desk Lamp;Home;5;29.сен;11.авг;10;0;149.5;14.95;134.55;75.55
O00931;19.02.2025;C0220;Shymkent;Social Media;Wireless Mouse;Electronics;3;24.сен;10.май;5;июн.99;74.7;мар.73;77.95;46.45
O01095;19.02.2025;C0317;Karaganda;Paid Search;Resistance Bands;Sports;1;18.сен;06.фев;15;июн.99;18.сен;фев.83;23.май;16.86
O01197;19.02.2025;C0109;Aktobe;Organic;Wireless Mouse;Electronics;1;24.сен;10.май;20;0;24.сен;апр.98;19.92;сен.42
O00122;21.02.2025;C0226;Almaty;Referral;Yoga Mat;Sports;5;26.сен;09.июл;0;апр.99;134.5;0.0;139.49;90.99
O00628;21.02.2025;C0139;Astana;Referral;Notebook Set;Office;1;12.май;04.янв;5;фев.99;12.май;0.62;14.87;окт.77
O00834;21.02.2025;C0324;Aktobe;Email;Yoga Mat;Sports;1;26.сен;09.июл;5;фев.99;26.сен;янв.34;28.55;18.85
O01200;21.02.2025;C0002;Karaganda;Email;Coffee Mug;Home;2;11.сен;03.сен;20;апр.99;23.авг;апр.76;24.мар;16.23
O00329;22.02.2025;C0068;Almaty;Paid Search;Wireless Mouse;Electronics;4;24.сен;10.май;0;апр.99;99.6;0.0;104.59;62.59
O00330;22.02.2025;C0014;Almaty;Social Media;Coffee Mug;Home;1;11.сен;03.сен;5;июн.99;11.сен;0.59;18.мар;14.апр
O00382;22.02.2025;C0161;Shymkent;Social Media;Laptop Stand;Office;1;34.9;14.0;10;0;34.9;мар.49;31.41;17.41
O00495;22.02.2025;C0197;Aktobe;Referral;Laptop Stand;Office;2;34.9;14.0;0;фев.99;69.8;0.0;72.79;44.79
O00513;23.02.2025;C0214;Aktobe;Email;Mechanical Keyboard;Electronics;1;79.9;38.0;10;фев.99;79.9;июл.99;74.9;36.9
O00462;24.02.2025;C0289;Almaty;Social Media;Coffee Mug;Home;1;11.сен;03.сен;0;0;11.сен;0.0;11.сен;8.0
O00678;24.02.2025;C0327;Aktobe;Social Media;Water Bottle;Sports;2;15.сен;04.авг;0;июн.99;31.авг;0.0;38.79;29.19
O00141;25.02.2025;C0346;Astana;Email;Notebook Set;Office;2;12.май;04.янв;10;апр.99;25.0;02.май;27.49;19.29
O00014;26.02.2025;C0079;Atyrau;Paid Search;USB-C Cable;Electronics;2;09.сен;03.фев;0;0;19.авг;0.0;19.авг;13.апр
O00207;26.02.2025;C0256;Aktobe;Referral;Coffee Mug;Home;2;11.сен;03.сен;5;0;23.авг;янв.19;22.61;14.81
O00435;26.02.2025;C0270;Shymkent;Organic;Wireless Mouse;Electronics;1;24.сен;10.май;10;фев.99;24.сен;фев.49;25.апр;14.сен
O00782;26.02.2025;C0145;Almaty;Paid Search;Wireless Mouse;Electronics;1;24.сен;10.май;5;апр.99;24.сен;янв.25;28.64;18.14
O00845;26.02.2025;C0167;Astana;Organic;Laptop Stand;Office;2;34.9;14.0;15;фев.99;69.8;окт.47;62.32;34.32
O00849;26.02.2025;C0239;Karaganda;Email;Wireless Mouse;Electronics;2;24.сен;10.май;0;фев.99;49.8;0.0;52.79;31.79
O00861;26.02.2025;C0197;Shymkent;Email;Resistance Bands;Sports;4;18.сен;06.фев;5;0;75.6;мар.78;71.82;47.02
O01082;26.02.2025;C0143;Aktobe;Referral;Laptop Stand;Office;1;34.9;14.0;20;июн.99;34.9;июн.98;34.91;20.91
O00660;27.02.2025;C0121;Atyrau;Email;Laptop Stand;Office;1;34.9;14.0;0;фев.99;34.9;0.0;37.89;23.89
O01007;27.02.2025;C0009;Atyrau;Paid Search;Notebook Set;Office;1;12.май;04.янв;0;фев.99;12.май;0.0;15.49;ноя.39
O00550;28.02.2025;C0343;Shymkent;Email;Water Bottle;Sports;2;15.сен;04.авг;20;0;31.авг;июн.36;25.44;15.84
O00775;28.02.2025;C0304;Aktobe;Email;USB-C Cable;Electronics;2;09.сен;03.фев;0;июн.99;19.авг;0.0;26.79;20.39
O00933;28.02.2025;C0173;Astana;Organic;Mechanical Keyboard;Electronics;4;79.9;38.0;0;апр.99;319.6;0.0;324.59;172.59
O01001;28.02.2025;C0339;Karaganda;Paid Search;Notebook Set;Office;1;12.май;04.янв;5;0;12.май;0.62;ноя.88;июл.78
O01022;28.02.2025;C0317;Astana;Organic;Resistance Bands;Sports;1;18.сен;06.фев;0;июн.99;18.сен;0.0;25.89;19.69
O00143;01.03.2025;C0072;Almaty;Organic;Yoga Mat;Sports;4;26.сен;09.июл;0;июн.99;107.6;0.0;114.59;75.79
O00452;01.03.2025;C0158;Karaganda;Email;USB-C Cable;Electronics;2;09.сен;03.фев;20;июн.99;19.авг;мар.96;22.83;16.43
O00357;02.03.2025;C0123;Shymkent;Organic;Water Bottle;Sports;2;15.сен;04.авг;5;апр.99;31.авг;янв.59;35.2;25.июн
O00925;02.03.2025;C0197;Karaganda;Social Media;Wireless Mouse;Electronics;4;24.сен;10.май;0;июн.99;99.6;0.0;106.59;64.59
